module_code,module_name,Old ID,question_code,sort,subject_id,module_code,reason,kind,content,REFERENCE,response_1,target_1,response_2,target_2,response_3,target_3,return_node,target_module,return,decision_node,meets_response,boolean,conclusion_1,conclusion_2,examples,asc,faq,help,report_summary,summary,report_content,response_fatal,target_fatal
13,definition_freestanding,14,13-12,12,7,13,Freestanding Derivative Definition,q,Does the contract require a payment that is equal to the notional amount (plus a premium or minus a discount)?,,Yes,13-13,No,13-13,,,,,,13-14,No,,,,,,,,,,Does the contract require a payment that is equal to the notional amount (plus a premium or minus a discount)?,,
13,definition_freestanding,15,13-13,13,7,13,Freestanding Derivative Definition,q,Is the contract's initial net investment less| by more than a nominal amount| than the initial investment that would be required to either buy the asset related to the underlying or incur the obligation related to the underlying?,,Yes,13-14,No,13-14,,,,,,13-14,Yes,,,,,,,,,,Is the contract's initial net investment less| by more than a nominal amount| than the initial investment that would be required to either buy the asset related to the underlying or incur the obligation related to the underlying?,,
13,definition_freestanding,16,13-14,14,7,13,Freestanding Derivative Definition,d,Pass - Meets second condition condition,,Yes,13-15,No,13-58,,,,,,13-51,Yes,and,The contract meets the second criteria in the accounting definition of a derivative. Specifically| the contract has a low or no initial investment.,The contract does not meet the second criteria in the accounting definition of a derivative. Specifically| the contract has an initial investment that is not considered low or that equal's the contract's notional amount.,,,,,,,Pass - Meets second condition condition,No,13-54
13,definition_freestanding,17,13-15,15,7,13,Freestanding Derivative Definition,q,Is there net settlement either by the terms of the contract| through a market mechanism or by delivery of a derivative instrument or asset that is readily convertible to cash?,,Yes,13-50,No,13-51,Analyze,13-16,,,,13-50,Yes,,,,,,1) Does net settlement have to occur under the terms of the contract?\n\nNo. Net settlement can occur under the terms of the contract| through a market mechanism| or by delivery of a derivative or other asset that is readily convertible to cash. Net settlement simply means that the parties end up in a financial position that reflects their respective net gain or loss resulting from the contract. This criteria is intended to exclude contracts that require physical settlement where the physically delivered asset is not readily convertible to cash. Commodities| publicly traded stocks| publicly traded bonds| and other physical assets with active trading markets are typically readily convertible to cash and would therefore meet this criteria. There are notable exception| like a publicly traded stock whose trading volume is very thin thereby making conversion of the stock received in physical settlement of the contract NOT readily convertible to cash. See _____ for an in-depth analysis of net settlement.\n\n2) Can I assume physical or net settlement if my contract provides for both physical and net settlement?\n\nIf the contract provides for net settlement than this criteria is considered met| even if physical settlement is an alternative. These settlement terms are potentially revisited if the instrument is determined to be a derivative (i.e.| if all three criteria are met).,Net settlement under the terms of the contract is met if neither party is required to deliver an asset that is associated with the underlying and that has a principal amount| stated amount| face\nvalue| number of shares| or other denomination that is equal to the notional amount (or the notional amount plus a premium or minus a discount). Net settlement may be made in cash or by delivery of any other asset| whether or not that asset is readily convertible to cash.\n\nNet settlement through a market mechanism is achieved if one of the parties to a contract is required to deliver\nan asset of the type described in ASC 815-10-15-100| but there is an established market mechanism that facilitates net settlement outside the contract. Many derivatives are traded on exchanges. Other qualifying market mechanisms include| among others| over-the-counter arrangements| and private transactions where there are multiple market participants will and able to enter into a transaction at market prices. Evaluation of the this criteria should be made at inception of the contract and throughout its life. If a market mechanism for net settlement disappears after the initial assessment| and there is no other means for achieving net settlement| then the net settlement criteria is not met and the instrument no longer meets the definition of a derivative.\n\nNet settlement through delivery of a derivative contract or asset that is readily convertible to cash is met if the "readily convertible to cash" criteria in the glossary to ASC 815 are met. The characteristics include: (1) interchangeable (fungible) units| and (2) quoted prices that are available in an active market| which can rapidly absorb the quantity held by an entity without significantly affecting the price. These characteristics often make thinly traded commodities and stocks unable to meet the criteria| even if the owner might be able to borrow using the assets as collateral. One way to evaluate this criteria is to estimate the amount of cash that would be received in a net settlement arrangement versus the amount of cash that would be received by converting the asset or derivative received to cash. If the difference is significant| say more than 10%| then the asset or derivative is probably not readily convertible to cash under this definition.,,This is the third and last of three questions to determine if the freestanding instrument meets the accounting definition of a derivative. Your responses to this question and the previous two will determine whether this instrument is then evaluated as a derivative or as a non-derivative financial instrument.,Is there net settlement either by the terms of the contract| through a market mechanism or by delivery of a derivative instrument or asset that is readily convertible to cash?,No,13-55
13,definition_freestanding,18,13-16,16,7,13,Freestanding Derivative Definition,q,Is there net settlement of the contract under its terms?,,Yes,13-30,No,13-31,Analyze,13-17,,,,13-30,Yes,,,,,,,,,,Is there net settlement of the contract under its terms?,,
13,definition_freestanding,19,13-17,17,7,13,Freestanding Derivative Definition,q,Is neither party to the contract required to deliver an asset that is associated with the underlying and that has a principal amount| stated amount| face value| number of shares| or other denomination that is equal to the notional amount (or the notional plus a premium or minus a discount)?,,Yes,13-18,No,13-18,,,,,,13-30,Yes,,,,,,,,,,Is neither party to the contract required to deliver an asset that is associated with the underlying and that has a principal amount| stated amount| face value| number of shares| or other denomination that is equal to the notional amount (or the notional plus a premium or minus a discount)?,,
13,definition_freestanding,20,13-18,18,7,13,Freestanding Derivative Definition,q,Does the contract require or permit either or both parties to net share settle the contract?,,Yes,13-30,No,13-19,,,,,,13-30,Yes,,,,,,,,,,Does the contract require or permit either or both parties to net share settle the contract?,,
13,definition_freestanding,21,13-19,19,7,13,Freestanding Derivative Definition,q,Does the contract contain a penalty for nonperformance based on changes in the price of the items that are the subject of the contract?,,Yes,13-20,No,13-20,,,,,,13-30,Yes,,,,,,,,,,Does the contract contain a penalty for nonperformance based on changes in the price of the items that are the subject of the contract?,,
13,definition_freestanding,22,13-20,20,7,13,Freestanding Derivative Definition,q,Does the contract contain an incremental fixed penalty or fixed amount per unit?,,Yes,13-21,No,13-22,,,,,,,,,,,,,,,,,Does the contract contain an incremental fixed penalty or fixed amount per unit?,,
13,definition_freestanding,23,13-21,21,7,13,Freestanding Derivative Definition,q,Is the amount of the fixed penalty considered significant enough at all times during the term of the contract to make the possibility of nonperformance remote?,,Yes,13-22,No,13-22,,,,,,13-30,No,,,,,,,,,,Is the amount of the fixed penalty considered significant enough at all times during the term of the contract to make the possibility of nonperformance remote?,,
13,definition_freestanding,24,13-22,22,7,13,Freestanding Derivative Definition,q,Does the contract provide for a structured payout over time of gain or loss resulting from the contract?,,Yes,13-23,No,13-24,,,,,,,,,,,,,,,,,Does the contract provide for a structured payout over time of gain or loss resulting from the contract?,,
13,definition_freestanding,25,13-23,23,7,13,Freestanding Derivative Definition,q,Is the fair value of the cash flows to be received (or paid) by the holder under the structured payout approximately equal to the amount that would have been received (or paid) under immediate payout?,,Yes,13-24,No,13-24,,,,,,13-30,No,,,,,,,,,,Is the fair value of the cash flows to be received (or paid) by the holder under the structured payout approximately equal to the amount that would have been received (or paid) under immediate payout?,,
13,definition_freestanding,26,13-24,24,7,13,Freestanding Derivative Definition,q,Does the contract require additional investing or borrowing to obtain the benefits pf the contract's gain?,,Yes,13-25,No,13-26,,,,,,,,,,,,,,,,,Does the contract require additional investing or borrowing to obtain the benefits pf the contract's gain?,,
13,definition_freestanding,27,13-25,25,7,13,Freestanding Derivative Definition,q,Is the additional investing or borrowing a nontraditional adjustment of the yield on the amount invested or the interest element on the amount borrowed?,,Yes,13-26,No,13-26,,,,,,13-30,Yes,,,,,,,,,,Is the additional investing or borrowing a nontraditional adjustment of the yield on the amount invested or the interest element on the amount borrowed?,,
13,definition_freestanding,28,13-26,26,7,13,Freestanding Derivative Definition,q,Is the contract a debt instrument?,,Yes,13-27,No,13-30,,,,,,,,,,,,,,,,,Is the contract a debt instrument?,,
13,definition_freestanding,29,13-27,27,7,13,Freestanding Derivative Definition,q,Does the contract contain an embedded put or call option?,,Yes,13-28,No,13-30,,,,,,,,,,,,,,,,,Does the contract contain an embedded put or call option?,,
13,definition_freestanding,30,13-28,28,7,13,Freestanding Derivative Definition,q,If a call option| is the holder the debtor?,,Yes,13-29,No,13-29,Not applicable,13-29,,,,13-30,Yes,,,,,,,,,,If a call option| is the holder the debtor?,,
13,definition_freestanding,31,13-29,29,7,13,Freestanding Derivative Definition,q,If a put option| is the issuer the debtor?,,Yes,13-30,No,13-30,Not applicable,13-30,,,,13-30,Yes,,,,,,,,,,If a put option| is the issuer the debtor?,,
13,definition_freestanding,32,13-30,30,7,13,Freestanding Derivative Definition,d,Pass - meets conditions for net settlement by terms of the contract,,Pass,13-50,Fail,13-31,,,,,,13-50,Pass,or,The contract has net settlement by its terms.,The contract does not have net settlement by its terms.,,,,,,,Pass - meets conditions for net settlement by terms of the contract,,
13,definition_freestanding,,13-31,31,7,13,Freestanding Derivative Definition,q,Is there net settlement available by means of a market mechanism?,,Yes,13-37,No,13-38,Analyze,13-32,,,,13-50,Yes,,,,,,,,,,Is there net settlement available by means of a market mechanism?,,
13,definition_freestanding,33,13-32,32,7,13,Freestanding Derivative Definition,q,Is there a means for one or both parties to liquidate its net position through a net payment?,,Yes,13-33,No,13-37,,,,,,13-37,Yes,,,,,,,,,,Is there a means for one or both parties to liquidate its net position through a net payment?,,
13,definition_freestanding,34,13-33,33,7,13,Freestanding Derivative Definition,q,Does liquidating the net position result in that party being fully relieved of it rights and obligations under the contract?,,Yes,13-34,No,13-37,,,,,,13-37,Yes,,,,,,,,,,Does liquidating the net position result in that party being fully relieved of it rights and obligations under the contract?,,
13,definition_freestanding,35,13-34,34,7,13,Freestanding Derivative Definition,q,Does liquidation of the net position require significant transaction costs?,,Yes,13-37,No,13-35,,,,,,13-37,No,,,,,,,,,,Does liquidation of the net position require significant transaction costs?,,
13,definition_freestanding,36,13-35,35,7,13,Freestanding Derivative Definition,q,Does liquidation of the net position occur without significant negotiation and due diligence?,,Yes,13-36,No,13-37,,,,,,13-37,Yes,,,,,,,,,,Does liquidation of the net position occur without significant negotiation and due diligence?,,
13,definition_freestanding,37,13-36,36,7,13,Freestanding Derivative Definition,q,Does liquidation of the net position occur within a time frame that is considered customary for this type of contract?,,Yes,13-37,No,13-37,,,,,,13-37,Yes,,,,,,,,,,Does liquidation of the net position occur within a time frame that is considered customary for this type of contract?,,
13,definition_freestanding,38,13-37,37,7,13,Freestanding Derivative Definition,d,Pass - meets conditions for net settlement through market mechanism,,Pass,13-50,Fail,13-38,,,,,,13-50,Pass,and,The contract has net settlement by a market mechanism.,The contract does not have net settlement by a market mechanism.,,,,,,,Pass - meets conditions for net settlement through market mechanism,,
13,definition_freestanding,,13-38,38,7,13,Freestanding Derivative Definition,q,Is there net settlement by delivery of a derivative instrument or by delivery of an asset that is readily convertible to cash?,,Yes,13-49,No,13-50,Analyze,13-39,,,,13-50,Yes,,,,,,,,,,Is there net settlement by delivery of a derivative instrument or by delivery of an asset that is readily convertible to cash?,,
13,definition_freestanding,44,13-39,39,7,13,Freestanding Derivative Definition,q,Is the contract a stock purchase warrants or stock purchase option?,,Yes,13-40,No,13-44,,,,,,,,,,,,,,,,,Is the contract a stock purchase warrants or stock purchase option?,,
13,definition_freestanding,45,13-40,40,7,13,Freestanding Derivative Definition,q,Is the stock underlying the warrant (or option) publicly traded?,,Yes,13-41,No,13-49,,,,,,13-49,Yes,,,,,,,,,,Is the stock underlying the warrant (or option) publicly traded?,,
13,definition_freestanding,46,13-41,41,7,13,Freestanding Derivative Definition,q,Is the  warrant (or option) only for shares of the issuer (or that of its consolidated subsidieries?,,Yes,13-42,No,13-45,,,,,,,,,,,,,,,,,Is the  warrant (or option) only for shares of the issuer (or that of its consolidated subsidieries?,,
13,definition_freestanding,47,13-42,42,7,13,Freestanding Derivative Definition,q,Is sale or transfer of the shares issuable upon exercise restricted for a period of 32 days or more from the date of exercise?,,Yes,13-43,No,13-45,,,,,,,,,,,,,,,,,Is sale or transfer of the shares issuable upon exercise restricted for a period of 32 days or more from the date of exercise?,,
13,definition_freestanding,48,13-43,43,7,13,Freestanding Derivative Definition,q,Does the holder have the power| contractually or by other means| to cause the restriction to be met within 31 days of the date of exercise?,,Yes,13-45,No,13-49,,,,,,13-49,Yes,,,,,,,,,,Does the holder have the power| contractually or by other means| to cause the restriction to be met within 31 days of the date of exercise?,,
13,definition_freestanding,41,13-44,44,7,13,Freestanding Derivative Definition,q,Is the asset underlying the contract publicly traded stock?,,Yes,13-45,No,13-47,,,,,,,,,,,,,,,,,Is the asset underlying the contract publicly traded stock?,,
13,definition_freestanding,42,13-45,45,7,13,Freestanding Derivative Definition,q,Can the active market rapidaly absorb the quantity of stock to be received upon exercise without significantly affecting the price?,,Yes,13-46,No,13-49,,,,,,13-49,Yes,,,,,,,,,,Can the active market rapidaly absorb the quantity of stock to be received upon exercise without significantly affecting the price?,,
13,definition_freestanding,43,13-46,46,7,13,Freestanding Derivative Definition,q,Are the estimated costs to convert the stock to cash considered to be significant?,,Yes,13-49,No,13-49,,,,,,13-49,No,,,,,,,,,,Are the estimated costs to convert the stock to cash considered to be significant?,,
13,definition_freestanding,39,13-47,47,7,13,Freestanding Derivative Definition,q,Is the asset deliverable upon settlement of the contract readily convertible to cash?,,Yes,13-48,No,13-49,,,,,,13-49,Yes,,,,,,,,,,Is the asset deliverable upon settlement of the contract readily convertible to cash?,,
13,definition_freestanding,40,13-48,48,7,13,Freestanding Derivative Definition,q,Is the amount of cash that would be received from sale of the asset on an active market| net of transaction costs| approximately equal to what the entity would have received under a net settlement provision?,,Yes,13-49,No,13-49,,,,,,13-49,Yes,,,,,,,,,,Is the amount of cash that would be received from sale of the asset on an active market| net of transaction costs| approximately equal to what the entity would have received under a net settlement provision?,,
13,definition_freestanding,49,13-49,49,7,13,Freestanding Derivative Definition,d,Pass - meets conditions for net settlement by readily convertible to cash,,Pass,13-50,Fail,13-50,,,,,,13-50,Pass,and,The contract has net settlement by being readily convertible to cash.,The contract does not have net settlement as it is not readily convertible to cash.,,,,,,,Pass - meets conditions for net settlement by readily convertible to cash,,
13,definition_freestanding,50,13-50,50,7,13,Freestanding Derivative Definition,d,Pass - meets third condition,,Pass,13-51,Fail,13-51,,,,,,13-51,Pass,or,The contract meets the third criteria in the accounting definition of a derivative. Specifically| the contract has net settlement.,The contract does not meet the third criteria in the accounting definition of a derivative. Specifically| the contract does not meet the conditions necessary for net settlement.,,,,,,,Pass - meets third condition,No,13-55
13,definition_freestanding,51,13-51,51,7,13,Freestanding Derivative Definition,d,Pass - Meets definition of a derivative,,Yes,13-60,No,13-59,,,,,TRUE,,Yes,and,The contract meets the accounting defintion of a derivative.,The contract does not meet the accounting defintion of a derivative.,,,,,,,Pass - Meets definition of a derivative,,
13,definition_freestanding,51,13-52,52,7,13,Freestanding Derivative Definition,cf,A contract that meets any one of the available scope exceptions set forth in ASC 815-10-15 is not subject to derivative accounting under that section.,,,,,,,,,,TRUE,,,,,,,,,,,,,,
13,definition_freestanding,51,13-53,53,7,13,Freestanding Derivative Definition,cf,By definition a derivative instrument must contain an underlying. Since this contract does not contain an underlying| the accounting definition of a derivative is not met and derivative accounting does not apply.,,,,,,,,,,TRUE,,,,,,,,,,,,By definition a derivative instrument must contain an underlying. Since this contract does not contain an underlying| the accounting definition of a derivative is not met and derivative accounting does not apply.,,
13,definition_freestanding,51,13-54,54,7,13,Freestanding Derivative Definition,cf,By definition a derivative instrument must have a low or no initial investment. Since this contract's initial investment does not meet that criteria| the accounting definition of a derivative is not met and derivative accounting does not apply.,,,,,,,,,,TRUE,,,,,,,,,,,,By definition a derivative instrument must have a low or no initial investment. Since this contract's initial investment does not meet that criteria| the accounting definition of a derivative is not met and derivative accounting does not apply.,,
13,definition_freestanding,51,13-55,55,7,13,Freestanding Derivative Definition,cf,By definition a derivative instrument must have net settlement either by the terms of the contract| through a market mechanism or by delivery of a derivative instrument or asset that is readily convertible to cash. Since settlement of this contract fail to meet that criteria| the accounting definition of a derivative is not met and derivative accounting does not apply.,,,,,,,,,,TRUE,,,,,,,,,,,,,,
13,definition_freestanding,51,13-56,56,7,13,Freestanding Derivative Definition,r,A contract that meets any one of the available scope exceptions set forth in ASC 815-10-15 is not subject to derivative accounting under that section.,,,,,,,,,,,,,,,,,,,,,,,,
13,definition_freestanding,51,13-57,57,7,13,Freestanding Derivative Definition,r,By definition a derivative instrument must contain an underlying. Since this contract does not contain an underlying| the accounting definition of a derivative is not met and derivative accounting does not apply.,,,,,,,,,,,,,,,,,,,,,,,,
13,definition_freestanding,51,13-58,58,7,13,Freestanding Derivative Definition,r,By definition a derivative instrument must have a low or no initial investment. Since this contract's initial investment does not meet that criteria| the accounting definition of a derivative is not met and derivative accounting does not apply.,,,,,,,,,,,,,,,,,,,,,,,,
13,definition_freestanding,51,13-59,59,7,13,Freestanding Derivative Definition,r,By definition a derivative instrument must have net settlement either by the terms of the contract| through a market mechanism or by delivery of a derivative instrument or asset that is readily convertible to cash. Since settlement of this contract fail to meet that criteria| the accounting definition of a derivative is not met and derivative accounting does not apply.,,,,,,,,,,,,,,,,,,,,,,,,
13,definition_freestanding,51,13-60,60,7,13,Freestanding Derivative Definition,r,The contract meets all criteria of the accounting definition of a derivative.,,,,,,,,,,,,,,,,,,,,,,,,
14,derivative_exceptions_freestanding_equity_linked,,14-1,1,14,14,,i,Info node,,Continue,14-3,,,,,,,,,,,,,,,,,,,Info node,,
14,derivative_exceptions_freestanding_equity_linked,,The contract does not meet the definition of conventional convertible debt since conversion is not into either a fixed number of shares or a the cash equivalent,2,14,Th,,i,Info node,,Continue,14-3,,,,,,,,,,,,,,,,,,,,,
14,derivative_exceptions_freestanding_equity_linked,,14-3,3,14,14,,q,Does the host contract of the embedded feature being evaluated considered qualify for the normal purchases and normal sales scope exception?, ,Yes,,No,14-4,,,,,,,,,,,,,,,,,Does the host contract of the embedded feature being evaluated considered qualify for the normal purchases and normal sales scope exception?,,
14,derivative_exceptions_freestanding_equity_linked,,14-4,4,14,14,,q,Is the host contract of the embedded feature an unsettled foreign currency transaction?,,Yes,14-5,No,14-9,,,,,,,,,,,,,,,,,,,
14,derivative_exceptions_freestanding_equity_linked,,14-5,5,14,14,,q,Are the items subject to th foreign currency transaction monetary items?,,Yes,14-6,No,14-6,,,,,,14-8,Yes,,,,,,,,,,,,
14,derivative_exceptions_freestanding_equity_linked,,14-6,6,14,14,,q,Does the foreign currency transaction have its principal payments| interest payments or both dnominated in a foreign currency?,,Yes,14-7,No,14-7,,,,,,14-8,Yes,,,,,,,,,,,,
14,derivative_exceptions_freestanding_equity_linked,,14-7,7,14,14,,q,Is the foreign currency transaction subject to foreign currency gain or loss recognition persuant to ASC 830-20?,,Yes,14-8,No,14-8,,,,,,14-8,Yes,,,,,,,,,,,,
14,derivative_exceptions_freestanding_equity_linked,,14-8,8,14,14,,d,Pass - meets the conditions,,Yes,,No,14-9,,,,,,,Yes,and,,,,,,,,,,,
14,derivative_exceptions_freestanding_equity_linked,,14-9,9,14,14,,q,Is the host contract for plain vanilla servicing rights?,,Yes,,No,14-10,,,,,,,,,,,,,,,,,,,
14,derivative_exceptions_freestanding_equity_linked,,14-10,10,14,14,,q,Is the embedded feature a transfer of credit risk?,,Yes,14-11,No,14-11,,,,,,,,,,,,,,,,,,,
14,derivative_exceptions_freestanding_equity_linked,,14-11,11,14,14,,q,Is the embedded credit derivative only in the form of subordination of one finanacial instrument to another?,,Yes,,No,,,,,,,,,,,,,,,,,,,,
14,derivative_exceptions_freestanding_equity_linked,,14-12,12,14,14,,q,Is the embedded freature a foreign currency derivative?,,Yes,14-13,No,14-20,,,,,,,,,,,,,,,,,,,
14,derivative_exceptions_freestanding_equity_linked,,14-13,13,14,14,,q,Is the host contract a financial instrument?,,Yes,14-14,No,14-14,,,,,,,,,,,,,,,,,,,
14,derivative_exceptions_freestanding_equity_linked,,14-14,14,14,14,,q,Does the host contract require payments to be denominated in the functional currency of any party substantial to the contract?,,Yes,14-15,No,14-15,,,,,,14-18,Yes,,,,,,,,,,,,
14,derivative_exceptions_freestanding_equity_linked,,14-15,15,14,14,,q,Does the host contract require payments to be denominated in the currency in which the price of the related goods/services that are acquired or delivered is routinely denominated in international commerce?,,Yes,14-16,No,14-16,,,,,,,Yes,,,,,,,,,,,,
14,derivative_exceptions_freestanding_equity_linked,,14-16,16,14,14,,q,Does the host contract require payments to be denominated in the local currency of any substantial party to the contract?,,Yes,14-17,No,14-17,,,,,,,Yes,,,,,,,,,,,,
14,derivative_exceptions_freestanding_equity_linked,,14-17,17,14,14,,q,Does the host contract require payments to be denominated in the currency of any party substantial to the contract as if it were the funactional currency due to the highly inflationary economic environment in which it operatees?,,Yes,14-19,No,14-19,,,,,,,Yes,,,,,,,,,,,,
14,derivative_exceptions_freestanding_equity_linked,,14-18,18,14,14,,d,Pass - meets conditions,,Yes,14-19,No,14-19,,,,,,,Yes,or,,,,,,,,,,,
14,derivative_exceptions_freestanding_equity_linked,,14-19,19,14,14,,q,Are all other aspects of the embedded foreign currency derivative considered clearly and closely related to the host contract?,,Yes,14-20,No,14-20,,,,,,,Yes,,,,,,,,,,,,
14,derivative_exceptions_freestanding_equity_linked,,14-20,20,14,14,,d,Pass - meets of conditions,,Yes,,No,,,,,,,,Yes,and,,,,,,,,,,,
15,registration_payments_arrangement,,15-1,1,6,15,Registration Payments Arrangement,i,A registration payments arrangement entails an obligation to meet certain securities registration and/or listing requirements| and a requirement to compensate the other party to the contract for failing to meet that obligation(s).,,Continue,15-3,,,,,,,,,,,,,,,,,,,,,
15,registration_payments_arrangement,,15-2,2,6,15,Registration Payments Arrangement,i,A registration payments arrangement entails an obligation to meet certain securities registration and/or listing requirements| and a requirement to compensate the other party to the contract for failing to meet that obligation(s).,,Continue,15-3,,,,,,,,,,,,,,,,,,,,,
15,registration_payments_arrangement,,15-3,3,6,15,Registration Payments Arrangement,q,Does the contract require that the issuer file a registration statement for the resale of specified financial instruments and/or for the resale of equity shares of the financial instrument that are issuable upon exercise or conversion of specified financial instruments?,,Yes,15-4,No,15-4,,,,,,15-6,Yes,,,,,,,,,,Does the contract require that the issuer file a registration statement for the resale of specified financial instruments and/or for the resale of equity shares of the financial instrument that are issuable upon exercise or conversion of specified financial instruments?,,
15,registration_payments_arrangement,57,15-4,4,6,15,Registration Payments Arrangement,q,Does the contract require that the registration statement be declared effective by the SEC within a specified time period?,,Yes,15-5,No,15-5,,,,,,15-6,Yes,,,,,,,,,,Does the contract require that the registration statement be declared effective by the SEC within a specified time period?,,
15,registration_payments_arrangement,58,15-5,5,6,15,Registration Payments Arrangement,q,Does the contract require that the effectiveness of the registration statement be maintained a specified time period?,,Yes,15-6,No,15-6,,,,,,15-6,Yes,,,,,,,,,,Does the contract require that the effectiveness of the registration statement be maintained a specified time period?,,
15,registration_payments_arrangement,59,15-6,6,6,15,Registration Payments Arrangement,d,Pass - Meets 1st characteristics of glossary definition,,Pass,15-7,Fail,15-7,,,,,,15-9,Pass,or,The contract meets the first characteristic of a registration payment arrangement contained in ASC 825-20-20 (Glossary) which defines a registration payments arrangement for purposes of applying ASC 825-20| Registration Payment Arragements.,The contract does not meet the first characteristic of a registration payment arrangement contained in ASC 825-20-20 (Glossary) which defines a registration payments arrangement for purposes of applying ASC 825-20| Registration Payment Arragements.,,,,,,,Pass - Meets 1st characteristics of glossary definition,Fail,15-16
15,registration_payments_arrangement,60,15-7,7,6,15,Registration Payments Arrangement,q,Does the contract require the issuer to transfer consideration if the effectiveness of the registration statement is not declared or if the effectiveness of the registration statement is not maintained?,,Yes,15-8,No,15-8,,,,,,15-8,Yes,,,,,,,,,,Does the contract require the issuer to transfer consideration if the effectiveness of the registration statement is not declared or if the effectiveness of the registration statement is not maintained?,No,15-17
15,registration_payments_arrangement,61,15-8,8,6,15,Registration Payments Arrangement,d,Pass - Meets 2nd characteristics of glossary definition,,Pass,15-9,Fail,15-9,,,,,,15-9,Pass,or,The contract meets the second characteristic of a registration payment arrangement contained in ASC 825-20-20 (Glossary) which defines a registration payments arrangement for purposes of applying ASC 825-20| Registration Payment Arragements.,The contract does not meet the second characteristic of a registration payment arrangement contained in ASC 825-20-20 (Glossary) which defines a registration payments arrangement for purposes of applying ASC 825-20| Registration Payment Arragements.,,,,,,,Pass - Meets 2nd characteristics of glossary definition,Fail,15-17
15,registration_payments_arrangement,62,15-9,9,6,15,Registration Payments Arrangement,d,Pass - Meets glossary definition,,Pass,15-10,Fail,15-14,,,,,,,Pass,and,The contract meets both characteristic of a registration payment arrangement contained in ASC 825-20-20 (Glossary) which defines a registration payments arrangement for purposes of applying ASC 825-20| Registration Payment Arragements.,The contract does not meet both characteristic of a registration payment arrangement contained in ASC 825-20-20 (Glossary) which defines a registration payments arrangement for purposes of applying ASC 825-20| Registration Payment Arragements.,,,,,,,Pass - Meets glossary definition,Fail,15-18
15,registration_payments_arrangement,63,15-10,10,6,15,Registration Payments Arrangement,q,Is the instrument that is the subject of the registration payment arrangement convertible debt or convertible preferred stock?,,Yes,15-11,No,15-12,,,,,,,,,,,,,,,,,Is the instrument that is the subject of the registration payment arrangement convertible debt or convertible preferred stock?,,
15,registration_payments_arrangement,64,15-11,11,6,15,Registration Payments Arrangement,q,Is the form of consideration payable to the counterparty an adjustment to the conversion ratio?,,Yes,15-21,No,15-12,,,,,,,,,,,,,,,,,Is the form of consideration payable to the counterparty an adjustment to the conversion ratio?,,
15,registration_payments_arrangement,65,15-12,12,6,15,Registration Payments Arrangement,q,Is the consideration payable to the counterparty determined by reference to an observable market other than the market for the company's stock?,,Yes,15-13,No,15-13,,,,,,15-14,No,,,,,,,,,,Is the consideration payable to the counterparty determined by reference to an observable market other than the market for the company's stock?,Yes,15-19
15,registration_payments_arrangement,66,15-13,13,6,15,Registration Payments Arrangement,q,Is the consideration payable to the counterparty determined by reference to an observable index?,,Yes,15-14,No,15-14,,,,,,15-14,No,,,,,,,,,,Is the consideration payable to the counterparty determined by reference to an observable index?,Yes,15-20
15,registration_payments_arrangement,67,15-14,14,6,15,Registration Payments Arrangement,d,Pass - neither condition is present,,Pass,15-15,Fail,15-22,,,,,TRUE,,Pass,and,,,,,,,,,Pass - neither condition is present,,
15,registration_payments_arrangement,68,15-15,15,6,15,Registration Payments Arrangement,q,Does payment of consideration under the registration payments arrangement settle the instrument(s) subject to the arrangement?,,Yes,15-23,No,15-24,,,,,TRUE,,,,,,,,,,,,Does payment of consideration under the registration payments arrangement settle the instrument(s) subject to the arrangement?,,
15,registration_payments_arrangement,68,15-16,16,6,15,Registration Payments Arrangement,cf,The contract does not meet the first characteristic of a registration payment arrangement contained in ASC 825-20-20 (Glossary) which defines a registration payments arrangement for purposes of applying ASC 825-20| Registration Payment Arragements.,,,,,,,,,,TRUE,,,,,,,,,,,,,,
15,registration_payments_arrangement,68,15-17,17,6,15,Registration Payments Arrangement,cf,The contract does not meet the second characteristic of a registration payment arrangement contained in ASC 825-20-20 (Glossary) which defines a registration payments arrangement for purposes of applying ASC 825-20| Registration Payment Arragements.,,,,,,,,,,TRUE,,,,,,,,,,,,,,
15,registration_payments_arrangement,68,15-18,18,6,15,Registration Payments Arrangement,cf,The contract does not meet both characteristic of a registration payment arrangement contained in ASC 825-20-20 (Glossary) which defines a registration payments arrangement for purposes of applying ASC 825-20| Registration Payment Arragements.,,,,,,,,,,TRUE,,,,,,,,,,,,,,
15,registration_payments_arrangement,68,15-19,19,6,15,Registration Payments Arrangement,cf,Since the consideration payable to the counterparty is determined by reference to an observable market other than the market for the company's stock| the contract does not fall within the scope of ASC 825-20| Registration Payment Arragements.,,,,,,,,,,TRUE,,,,,,,,,,,,,,
15,registration_payments_arrangement,68,15-20,20,6,15,Registration Payments Arrangement,cf,Since the consideration payable to the counterparty is determined by reference to an observable index| the contract does not fall within the scope of ASC 825-20| Registration Payment Arragements.,,,,,,,,,,TRUE,,,,,,,,,,,,,,
